monthly,36129
End Date,43830
,
,BCOMEN Index
Dates,Last Price
36129,58.885199999999998
36160,58.944099999999999
36189,58.9617
36217,54.940300000000001
36250,73.026600000000002
36280,77.934700000000007
36311,72.058599999999998
36341,81.548900000000003
36371,86.709299999999999
36403,94.403199999999998
36433,100.6331
36462,92.402199999999993
36494,97.355199999999996
36525,102.17
36556,115.1918
36585,126.9063
36616,122.73909999999999
36644,123.02719999999999
36677,148.41569999999999
36707,163.5188
36738,143.67330000000001
36769,177.4863
36798,174.52850000000001
36830,171.03120000000001
36860,200.48580000000001
36889,212.143
36922,199.21940000000001
36950,196.6439
36980,193.3921
37011,209.14500000000001
37042,200.8408
37071,176.53190000000001
37103,177.6523
37134,184.4006
37162,157.53559999999999
37195,145.0308
37225,129.87690000000001
37256,128.69999999999999
37287,123.0475
37315,132.56809999999999
37344,164.91560000000001
37376,173.886
37407,156.92500000000001
37435,161.02520000000001
37468,157.23599999999999
37498,171.05459999999999
37529,184.7243
37560,170.3398
37589,169.58160000000001
37621,196.35319999999999
37652,223.22280000000001
37680,255.5341
37711,220.10759999999999
37741,205.44130000000001
37771,233.8159
37802,230.30240000000001
37833,223.94919999999999
37862,231.4051
37894,218.81549999999999
37925,217.26990000000001
37953,222.13399999999999
37986,255.9819
38016,251.94820000000001
38044,271.7681
38077,280.77510000000001
38107,292.82420000000002
38138,314.50569999999999
38168,296.64370000000002
38198,329.52409999999998
38230,304.91269999999997
38260,361.8528
38289,388.77010000000001
38321,353.11590000000001
38352,300.71460000000002
38383,326.48270000000002
38411,343.69499999999999
38442,379.7654
38471,331.51499999999999
38503,326.23630000000003
38533,352.88170000000002
38562,380.18979999999999
38595,475.51769999999999
38625,508.74900000000002
38656,436.82170000000002
38686,420.95499999999998
38716,414.05020000000002
38748,397.82350000000002
38776,326.18959999999998
38807,347.79539999999997
38835,353.791
38868,343.58980000000003
38898,341.71249999999998
38929,363.04329999999999
38960,320.43979999999999
38989,260.22719999999998
39021,249.53540000000001
39051,268.2792
39080,231.2062
39113,235.57509999999999
39141,240.47890000000001
39171,252.91560000000001
39202,251.5652
39233,245.82900000000001
39262,240.74709999999999
39294,242.17670000000001
39325,224.11420000000001
39353,243.05930000000001
39386,273.59140000000002
39416,251.48519999999999
39447,266.66860000000003
39478,264.08580000000001
39507,295.94959999999998
39538,305.47219999999999
39568,335.15640000000002
39598,371.83089999999999
39629,410.79579999999999
39660,328.29050000000001
39689,298.3612
39721,262.5684
39752,195.06139999999999
39780,166.05760000000001
39813,138.34180000000001
39843,121.0712
39871,112.0617
39903,112.67149999999999
39933,105.8879
39962,129.75309999999999
39994,132.25819999999999
40025,129.9092
40056,121.8468
40086,126.5759
40116,131.13030000000001
40147,127.9727
40178,130.79390000000001
40207,120.0519
40235,123.91379999999999
40268,119.92489999999999
40298,122.7881
40329,110.7221
40359,112.5089
40389,117.17659999999999
40421,102.95189999999999
40451,107.6767
40480,106.3417
40512,107.9969
40543,116.8364
40574,118.062
40602,116.4192
40633,124.88200000000001
40662,132.23740000000001
40694,122.6315
40724,114.7882
40753,113.8291
40786,108.218
40816,96.066299999999998
40847,104.5089
40877,103.9248
40907,98.125500000000002
40939,94.721299999999999
40968,99.323899999999995
40998,92.129000000000005
41029,92.052599999999998
41060,81.811999999999998
41089,83.877700000000004
41121,90.497500000000002
41152,91.750299999999996
41180,93.820099999999996
41213,91.680999999999997
41243,90.631600000000006
41274,88.861999999999995
41305,91.891999999999996
41333,89.542599999999993
41362,95.165899999999993
41394,93.775199999999998
41425,89.357299999999995
41453,87.071600000000004
41486,90.739699999999999
41516,93.5471
41547,89.511399999999995
41578,87.161199999999994
41607,89.144199999999998
41639,93.424300000000002
41670,96.595299999999995
41698,99.097499999999997
41729,97.334599999999995
41759,100.23699999999999
41789,99.570300000000003
41820,101.57389999999999
41851,93.649799999999999
41880,93.439599999999999
41912,89.318399999999997
41943,81.191500000000005
41971,72.686700000000002
42004,56.648699999999998
42034,52.8309
42062,57.282699999999998
42094,52.001800000000003
42124,59.198
42153,57.935099999999998
42185,57.680300000000003
42216,49.330599999999997
42247,49.698300000000003
42277,44.786099999999998
42307,43.297600000000003
42338,38.685299999999998
42369,34.6081
42398,32.071399999999997
42429,29.09
42460,31.363299999999999
42489,35.569099999999999
42521,36.654600000000002
42551,37.719099999999997
42580,33.678199999999997
42613,34.867100000000001
42643,36.309800000000003
42674,35.308900000000001
42704,36.797899999999998
42734,40.106900000000003
42766,37.0426
42794,36.021299999999997
42825,35.476799999999997
42853,34.394599999999997
42886,33.240600000000001
42916,31.970099999999999
42947,33.398600000000002
42978,33.845399999999998
43007,35.005899999999997
43039,35.834099999999999
43069,36.6282
43098,38.015500000000003
43131,39.677500000000002
43159,36.794899999999998
43189,38.535800000000002
43220,40.406599999999997
43251,41.415799999999997
43280,42.469700000000003
43312,40.545499999999997
43343,41.999400000000001
43371,44.1066
43404,41.592799999999997
43434,40.124299999999998
43465,32.535800000000002
43496,35.461199999999998
43524,37.322099999999999
43553,37.496699999999997
43585,39.024099999999997
43616,34.281599999999997
43644,35.575099999999999
43677,35.551299999999998
43707,33.470399999999998
43738,33.786200000000001
43769,34.281599999999997
43798,33.3568
43830,35.606099999999998
